0	5.5	1
6	5.5	1
12	5.5	1
21	5.5	1
36	5.5	1
42	5.5	1
54	5.5	1
60	5.5	1
78	5.5	1
84	5.5	1
90	5.5	1
102	5.5	1
108	5.5	1
117	5.5	1
132	5.5	1
144	5.5	1
150	5.5	1
162	5.5	1
168	5.5	1
174	5.5	1
192	5.5	1
198	5.5	1
204	5.5	1
210	5.5	1
225	5.5	1
234	5.5	1
246	5.5	1
252	5.5	1
276	5.5	1
285	5.5	1
297	5.5	1
303	5.5	1
318	5.5	1
324	5.5	1
339	5.5	1
348	5.5	1
354	5.5	1
360	5.5	1
375	5.5	1
381	5.5	1
390	5.5	1
405	5.5	1
414	5.5	1
423	5.5	1
429	5.5	1
435	5.5	1
447	5.5	1
453	5.5	1
459	5.5	1
471	5.5	1
480	5.5	1
492	5.5	1
501	5.5	1
522	5.5	1
534	5.5	1
543	5.5	1
558	5.5	1
567	5.5	1
576	5.5	1
594	5.5	1
