101,Left_Limbic_Lobe
103,Left_Insular_Lobe
105,Left_Frontal_Lobe
107,Left_Parietal_Lobe
109,Left_Occipital_Lobe
123,Left_Temporal_Lobe
45,Left_Cerebral_Lobe
